Field_ID,Parent_ID,Department,Location_Description,Cross_Streets,System_Type,Turf_Type,Infill_Material,JOP,Maintained_By,Construction_Entity,Commission_Date,Retired,Borough,Status
0062,387,B-16,Hilltop Playground,Dean Street and Thomas S Boyland Street,Play Area,Non-Infill,,True,DPR,DPR,2017-07-26,False,Brooklyn,Active
0037,198,M-10,Martin Luther King Jr. Playground,Lenox Avenue and W 114 Street,Play Area,Non-Infill,,False,DPR,DPR,2018-01-10,False,Manhattan,Active
0048,236,B-18,Glenwood Playground,Ralph Avenue and Farragut Road,Play Area,Infill,Coated Sand,False,DPR,DPR,2017-04-10,False,Brooklyn,Active
0031,272,X-01,Ranaqua Park,Brown Place and E 136th Street,Play Area,Non-Infill,,False,DPR,DPR,2017-12-01,False,Bronx,Active
0019,098,M-02,Washington Square Park,Washington Sq S and Sullivan St,Play Area,Non-Infill,,False,Other,,2014-04-07,False,Manhattan,Active
0012,039,M-11,Harlem River Play Area,Harlem River Dr and 138th Street,Play Area,Infill,Rubber Crumb,False,DPR,DPR,2007-06-28,False,Manhattan,Active
0040,,B-18,Joseph T. McGuire Fields Soccer,Bergen Avenue and Avenue X,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2002-10-03,False,Brooklyn,Active
0001,002,Q-05,Grover Cleveland Playground,Fairview Avenue and Stanhope Street,Field Group,Infill,TPE,False,DPR,DPR,2010-06-23,False,Queens,Removed
0033,139,B-04,Heckscher Playground-Brooklyn,Linden St bet Central Ave and Wilson Ave,Field Group,Infill,Coated Sand,False,DPR,DPR,2016-06-20,False,Brooklyn,Active
0014,118,X-09,Soundview Park,Soundview Park Greenway,Field Group,Infill,Coated Sand,False,DPR,DPR,2014-06-24,False,Bronx,Active
0010,129,R-02,Blood Root Valley,Greenbelt Rec Center and Brielle Ave,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-06-30,False,Staten Island,Inactive
0014,063,M-07,Gertrude Ederle Recreation Center,W 59 St bet Amsterdam Ave and W End Ave,Play Area,Non-Infill,,False,DPR,DPR,2016-09-07,False,Manhattan,Active
0064,407,B-02,South Oxford Park,S Oxford Street and Atlantic Commons,Play Area,Infill,Rubber Crumb,False,DPR,DPR,2006-06-14,False,Brooklyn,Active
0063,397,B-16,Carter G. Woodson Children's Park,Christopher Avenue and Belmont Avenue,Play Area,Infill,Rubber Crumb,False,DPR,,2004-07-13,False,Brooklyn,Active
0060,363,B-16,Houston Playground,Glenmore Avenue and Sackman Street,Play Area,Non-Infill,,True,DPR,DPR,2013-04-23,False,Brooklyn,Removed
0057,297,B-12,Albemarle Playground,Albemarle Road and Mcdonald Avenue,Play Area,Non-Infill,,True,DPR,DPR,2007-07-19,False,Brooklyn,Removed
0050,246,B-05,Jerome Playground,Wortman Avenue and Jerome Street,Play Area,Non-Infill,,True,DPR,,2009-01-01,False,Brooklyn,Active
0037,162,B-12,Brizzi Playground,10th Avenue and 42nd Street,Play Area,Non-Infill,,False,DPR,DPR,2014-11-10,False,Brooklyn,Active
0043,471,Q-02,Hunter's Point South Park,Center Blvd and Borden Ave,Play Area,Non-Infill,,False,DPR,,2013-08-01,False,Queens,Active
0007,094,Q-10,Pals Oval,N. Conduit Avenue and 88 Street,Field Group,Infill,TPE,False,DPR,DPR,2009-10-09,False,Queens,Removed
0011,104,X-07,Williamsbridge Oval,Van Cortlandt Ave E and Reservoir Oval E,Field Group,Infill,EPDM,False,DPR,DPR,2008-11-24,False,Bronx,Active
0025,196,X-12,Haffen Park,Hammersley Avenue and Gunther Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-07-21,False,Bronx,Active
0044,285,M-11,McNair Playground,Lexington Avenue and E 122 Street,Play Area,Non-Infill,,False,DPR,DPR,2006-10-18,False,Manhattan,Removed
0015,071,M-14,Riverside Park - West 104th Street,Riverside Drive and West 104th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-03-31,False,Manhattan,Active
0034,354,X-01,Melrose School,East 157th Street and Melrose Avenue,Field Group,Infill,Rubber Crumb,True,DPR,,2008-09-10,False,Bronx,Active
0030,261,X-04,West Bronx Recreation Center,Shakespeare Avenue and West 172nd Street,Field Group,Infill,Rubber Crumb,False,DPR,EDC,2008-07-16,False,Bronx,Active
0028,202,X-08,Marble Hill Playground,Marble Hill Avenue and West 228th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2007-05-04,False,Bronx,Active
0026,201,X-08,Seton Park,Independence Ave and W 232nd Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2007-05-17,False,Bronx,Removed
0024,185,X-03,Dunbar Playground,Trinity Avenue and East 163rd Street,Field Group,Non-Infill,,True,DPR,DPR,2010-05-06,False,Bronx,Active
0022,166,X-03,Behagen Playground,Tinton Avenue and East 166th Street,Field Group,Non-Infill,,False,DPR,DPR,2011-06-10,False,Bronx,Active
0020,151,X-09,P.O. Serrano Playground,Lafayette Avenue and  Olmstead Avenue,Field Group,Non-Infill,,False,DPR,DPR,2010-05-26,False,Bronx,Active
0019,,X-14,Starlight Park,Sheridan Expressway at East 173th Street,Field Group,Non-Infill,,False,DPR,Other,2013-05-01,False,Bronx,Active
0015,124,X-09,Watson Gleason Playground,Rosedale Avenue and Gleason Avenue,Field Group,Non-Infill,,False,DPR,DPR,2009-04-09,False,Bronx,Active
0013,116,X-02,Rev J Polite Playground,Intervale Avenue and Kelly Street,Field Group,Non-Infill,,True,DPR,,,False,Bronx,Removed
0012,108,X-06,Belmont Playground,East 182th Street and Belmont Avenue,Field Group,Non-Infill,,False,DPR,DPR,2010-04-19,False,Bronx,Active
0010,092,X-13,Van Cortlandt Park,Broadway and Van Cortlandt Park South,Field Group,Non-Infill,,False,DPR,DPR,2010-05-29,False,Bronx,Active
0009,045,X-01,St. Mary's Park,Jackson Avenue and East 147th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-04-21,False,Bronx,Active
0006,034,X-04,Mullaly Park,Jerome Avenue and West 166th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2008-05-23,False,Bronx,Removed
0004,030,X-04,Macombs Dam Park,East 161th Street and Jerome Avenue,Field Group,Infill,Coated Sand,False,DPR,EDC,2009-05-15,False,Bronx,Active
0003,010,X-03,Crotona Park,Crotona Park East and Crotona Park North,Field Group,Non-Infill,,False,DPR,DPR,2011-04-11,False,Bronx,Removed
0001,002,X-14,Bronx Park,Bronx Park East and Arnow Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2008-05-23,False,Bronx,Active
0009,109,R-01,CPL. Thompson Park,Broadway and Wayne Street,Field Group,Infill,EPDM,False,DPR,DPR,2010-07-30,False,Staten Island,Inactive
0008,106,R-03,Bloomingdale Park,Romona  Avenue and Maguire Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2008-01-16,False,Staten Island,Removed
0007,105,R-01,Prall Playground,Forest Avenue and Elizabeth Street,Field Group,Non-Infill,,True,DPR,DPR,2010-12-07,False,Staten Island,Inactive
0005,046,R-02B,FDR Boardwalk,Father Capodano Blvd and Slater Blvd,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-10-04,False,Staten Island,Active
0004,025,R-01,Mahoney Playground,Beechwood Avenue and Crescent Avenue,Field Group,Non-Infill,,False,DPR,DPR,2011-03-21,False,Staten Island,Removed
0003,017,R-02,Owl's Hollow field 3,Arthur Kill Road and Muldon Avenue,Field Group,Infill,EPDM,False,DPR,DPR,2013-07-31,False,Staten Island,Active
0002,017,R-02,Owl's Hollow field 2,Arthur Kill Road and Muldon Avenue,Field Group,Infill,EPDM,False,DPR,DPR,2013-07-31,False,Staten Island,Active
0001,017,R-02,Owl's Hollow field 1,Arthur Kill Road and Arden Avenue,Field Group,Infill,EPDM,False,DPR,DPR,2013-07-31,False,Staten Island,Active
0044,476,Q-07,College Point Fields,23rd Avenue and 130th Street,Field Group,Infill,EPDM,False,DPR,DPR,2010-07-30,False,Queens,Active
0039,423,Q-05,Reiff Playground,Fresh Pond Road and 59th Drive,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-08-11,False,Queens,Active
0037,410,Q-03,Hinton Park,34th Avenue and 113th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-10-05,False,Queens,Removed
0035,392,Q-13,Idlewild Park,149th Avenue and 230th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-04-19,False,Queens,Active
0034,391,Q-08,Joseph Austin Playground,84th Avenue and 164th Place,Field Group,Infill,Uncoated Sand,True,DPR,DPR,2010-09-22,False,Queens,Removed
0031,300,Q-07,Rachel Carson,Colden Street and Geranium Avenue,Field Group,Non-Infill,,False,DPR,DPR,2011-07-25,False,Queens,Removed
0029,,Q-02,Big Bush Park,61st Street and Laurel Hill Boulevard,Field Group,Non-Infill,,False,DPR,DPR,2010-10-19,False,Queens,Inactive
0028,,Q-01,St. Michael's Playground,30th Avenue and BQE W,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2008-10-29,False,Queens,Inactive
0027,,Q-14,B 29 Playground,Surf Road and Beach 32nd Street,Field Group,Non-Infill,,False,DPR,DPR,2012-10-31,False,Queens,Active
0026,141,Q-02,Murray Playground,11th Street and 45th Avenue,Field Group,Infill,TPE,False,DPR,DPR,2010-07-13,False,Queens,Active
0024,127,Q-12,Marconi Park,109th Avenue and 157th Street,Field Group,Non-Infill,,False,DPR,DPR,2011-04-25,False,Queens,Active
0008,,Q-10,Southern Fields,North Counduit Avenue and 114th Place,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-08-09,False,Queens,Active
0006,026,Q-04,Park Of The Americas,104th Street and 41st Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2004-05-10,False,Queens,Removed
0005,023,Q-12,Rufus King Park,89th Avenue and 150th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2008-01-17,False,Queens,Active
0023,121,Q-12,Detective Keith L Williams Park,173rd Street and 104th Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-11-29,False,Queens,Active
0019,102,Q-05,Juniper Valley Park,Juniper Boulevard N and Lutheran Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2003-07-31,False,Queens,Removed
0011,099,Q-15,FMCP Soccer-05,Path of Research,Field Group,Infill,Coated Sand,False,DPR,DPR,2013-07-16,False,Queens,Active
0010,099,Q-15,FMCP Soccer-01,Fountain of the Fairs PR North,Field Group,Infill,Coated Sand,False,DPR,DPR,2015-07-02,False,Queens,Active
0009,099,Q-15,FMCP Soccer-02,Fountain of the Fairs PR South,Field Group,Infill,Coated Sand,False,DPR,DPR,2013-07-16,False,Queens,Active
0004,015,Q-16,Forest Park - Baseball,Myrtle Avenue and Woodhaven Boulevard,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2007-07-30,False,Queens,Active
0003,015,Q-16,Forest Park - Victory Field,Forest Park Drive and Woohaven Boulevard,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2004-08-11,False,Queens,Active
0002,008,Q-13,Brookville Park,Edgewood Avenue and 232rd Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-07-12,False,Queens,Removed
0045,286,M-08,Asphalt Green,York Avenue and 90th Street,Field Group,Infill,EPDM,False,Other,DPR,2010-03-29,False,Manhattan,Active
0043,243,M-11,Eugene McCabe Field,Park Avenue and East 121st Street,Field Group,Infill,Rubber Crumb,True,DPR,DPR,2001-06-06,False,Manhattan,Active
0042,225,M-11,Wagner Playground,2nd Avenue and East 121st Street,Field Group,Infill,Rubber Crumb,True,DPR,DPR,2005-03-18,False,Manhattan,Removed
0041,223,M-09,Jacob H. Schiff Playground,Amsterdam Avenue and West 138th Street,Field Group,Infill,Rubber Crumb,True,DPR,DPR,2004-04-26,False,Manhattan,Removed
0040,220,M-07,Frederick Douglass Playground,Amsterdam Avenue and West 102th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2019-05-17,False,Manhattan,Removed
0039,,M-11,Harlem River Park,East 128th Streeth and 3rd Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2007-06-28,False,Manhattan,Removed
0038,200,M-07,Booker T. Washington Playground,Amsterdam Avenue and West 107th Street,Field Group,Infill,Rubber Crumb,True,DPR,DPR,2006-08-25,False,Manhattan,Removed
0035,194,M-03,Alfred E. Smith Playground,Cherry Street and Catherine Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-11-02,False,Manhattan,Active
0034,187,M-11,Marx Brothers Playground,East 96th Street and 2nd Avenue,Field Group,Infill,Rubber Crumb,True,DPR,DPR,2001-06-06,False,Manhattan,Active
0033,165,M-03,Baruch Playground,Stanton Street and Baruch Place,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2019-05-31,False,Manhattan,Removed
0032,164,M-06,Asser Levy Playground,Asser Levy Place and East 25th Street,Field Group,Non-Infill,,False,DPR,DPR,2014-10-01,False,Manhattan,Active
0031,144,M-03,East River Park - Track Field,FDR Drive and East 6th Street,Field Group,Infill,Rubber Crumb,False,DPR,Other,2001-12-18,False,Manhattan,Removed
0030,144,M-03,"East River Park - Baseball, Softball, Soccer",FDR Drive and East Houston Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-11-02,False,Manhattan,Active
0029,144,M-03,East River Park - Mini Soccer,FDR Drive and Grand Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2002-10-18,False,Manhattan,Removed
0028,144,M-03,"East River Park - Softball (2), Soccer",FDR Drive and Grand Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2002-10-18,False,Manhattan,Removed
0027,111,M-11,James Weldon Johnson Playground,Lexington Avenue and East 115th Street,Field Group,Infill,Coated Sand,True,DPR,,,False,Manhattan,Removed
0021,105,M-03,Sara D. Roosevelt - Lion's Gate,Grand Street and Chrystie Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2015-04-09,False,Manhattan,Active
0020,104,M-11R,Randall's Island - North of Icahn Stadium,North of Icahn Stadium,Field Group,Infill,Coated Sand,False,Other,,2016-03-01,False,Manhattan,Active
0026,107,M-11R,"Wards Island - Fields 90, 91, 92",Sunken Garden Loop,Field Group,Infill,Coated Sand,False,Other,,2017-04-01,False,Manhattan,Active
0013,047,M-11,Thomas Jefferson Park,1st Avenue and East 114th Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2003-12-01,False,Manhattan,Active
0009,037,M-12A,Highbridge Park,W 193rd Street and Fort George Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2007-11-19,False,Manhattan,Active
0008,022,M-04,De Witt Clinton Park,11th Avenue and West 53rd Street,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2019-07-24,False,Manhattan,Removed
0006,015,M-01,Columbus Park,Hogan Place and Baxter Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-06-30,False,Manhattan,Removed
0005,011,M-04,Chelsea Park,10th Avenue and West 28th Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2011-06-09,False,Manhattan,Inactive
0001,003,M-09,Annunciation Playground,Amsterdam Avenue and West 134th Street,Field Group,Infill,Coated Sand,False,DPR,Other,2003-07-28,False,Manhattan,Inactive
0066,529,B-01,Bushwick Inlet Park,Kent Avenue and North 9th Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2010-01-04,False,Brooklyn,Removed
0056,275,B-13,Grady Playground,Brighton 3rd Street and Shore Parkway,Field Group,Infill,Rubber Crumb,True,DOE,SCA,2006-10-01,False,Brooklyn,Active
0055,270,B-16,Brownsville Playground,Linden Boulevard and Christopher Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2008-04-22,False,Brooklyn,Active
0052,252,B-13,West Playground,West Street and Avenue Y,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2010-07-15,False,Brooklyn,Active
0051,250,B-17,Nostrand Playground,Farragut Place and East 32nd Street,Field Group,Non-Infill,,True,DPR,DPR,2011-07-27,False,Brooklyn,Removed
0049,245,B-08,St. John's Recreation Center,Bergen Street and Schenectady Avenue,Field Group,Infill,TPE,False,DPR,DPR,2010-12-09,False,Brooklyn,Active
0047,232,B-08,Dean Playground,Dean Street and 6th Avenue,Field Group,Non-Infill,,False,DPR,DPR,2009-10-14,False,Brooklyn,Active
0046,224,B-03,P.O. Reinaldo Salgado Playground,Monroe Street and Patchen Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2003-10-07,False,Brooklyn,Active
0043,214,B-05,Linden Park - Brooklyn,Linden Boulevard and Vermont Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-11-16,False,Brooklyn,Removed
0042,193,B-09,Hamilton Metz Field,East New York Avenue and Albany Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2006-04-06,False,Brooklyn,Removed
0041,,B-10,Fort Hamilton Athletic Field,Colonial Road and 83rd Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2001-10-26,False,Brooklyn,Inactive
0039,,B-18,Joseph T. McGuire Fields Softball,Bergen Avenue and Avenue X,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2002-10-03,False,Brooklyn,Active
0038,163,B-05,Sperandeo Brothers Playground,Cleveland Street and Atlantic Avenue,Field Group,Non-Infill,,True,DPR,DPR,2011-06-06,False,Brooklyn,Active
0035,146,B-10,Leif Ericson - Dust Bowl,8th Avenue and 65th Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2010-05-25,False,Brooklyn,Removed
0032,129,B-13,Kaiser Park,Bayview Avenue and Neptune Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-12-12,False,Brooklyn,Active
0031,126,B-06,Red Hook  Soccer-01,Bay Street and Court Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2002-12-19,False,Brooklyn,Active
0025,111,B-06,J.J. Byrne Playground,4th Avenue and 3rd Street,Field Group,Non-Infill,,False,DPR,DPR,2009-04-29,False,Brooklyn,Active
0024,109,B-15,Bill Brown Playground,Bedford Avenue and Avenue X,Field Group,Infill,Uncoated Sand,False,DPR,DPR,2011-06-16,False,Brooklyn,Active
0023,,B-13,Scarangella Park,Stillwell Avenue and Avenue U,Field Group,Infill,Coated Sand,False,DPR,DPR,2010-11-01,False,Brooklyn,Active
0019,087,B-07,Sunset Park,6th Avenue and 44th Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2012-12-21,False,Brooklyn,Active
0018,082,B-10,Shore Road - Soccer and Softball,Shore Road and 99th Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2009-05-01,False,Brooklyn,Active
0016,068,B-14,Parade Ground Dennis Trott Field 04,Parkside Avenue and  Parade Place,Field Group,Non-Infill,,False,DPR,DPR,2010-06-23,False,Brooklyn,Active
0015,068,B-14,Parade Ground Soccer-10 and 11,Caton Avenue and Marlborough Road,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2001-06-22,False,Brooklyn,Active
0013,061,B-02,McLaughlin Park,Tillary Street and Flatbush Avenue Ext,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2007-01-30,False,Brooklyn,Active
0011,058,B-01,McCarren Park,Bayard Street and Lorimer Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-09-28,False,Brooklyn,Removed
0010,055,B-01,Sternberg Park,Montrose Avenue and Leonard Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2005-12-14,False,Brooklyn,Removed
0009,052,B-10,Leif Ericson Park Volleyball-01,67th Street and 8th Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2008-09-03,False,Brooklyn,Removed
0008,050,B-06,Van Voorhees,Atlantic Avenue and Columbia Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2004-02-18,False,Brooklyn,Active
0007,020,Q-05A,Highland Park,Jamaica Avenue and Ashford Street,Field Group,Infill,Coated Sand,False,DPR,DPR,2009-05-19,False,Brooklyn,Active
0018,099,Q-15,Flushing Meadows Corona Park,Path of Commerce,Field Group,,,False,DPR,DPR,2003-11-20,False,Queens,Removed
0017,099,Q-15,Flushing Meadows Corona Park,Path of Research,Field Group,,,False,DPR,DPR,2002-04-26,False,Queens,Removed
0016,099,Q-15,Flushing Meadows Corona Park,Fountain of the Fairs PR North,Field Group,,,False,DPR,DPR,2003-11-20,False,Queens,Removed
0015,099,Q-15,Flushing Meadows Corona Park,Fountain of the Fairs PR South,Field Group,,,False,DPR,DPR,2002-04-26,False,Queens,Removed
0027,201,X-08,Seton Park,Independence Ave and W 232nd Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,,False,Bronx,Pending
0002,004,X-09,Bronx River Parkway,Morrison Avenue and Harrod Place,Field Group,,,False,DPR,DPR,,False,Bronx,Pending
0058,298,B-03,Stockton Playground,Park Avenue and Marcy Avenue,Play Area,Non-Infill,,True,DPR,DPR,2018-04-24,False,Brooklyn,Active
0028,,B-06,St. Mary's Park,Nelson Street and Smith Street,Play Area,Non-Infill,,False,DPR,DPR,2019-07-29,False,Brooklyn,Active
0034,141,B-05,City Line Park,Fountain Avenue and S Conduit Avenue,Play Area,Infill,Uncoated Sand,True,DPR,DPR,2019-07-08,False,Brooklyn,Active
0026,111,B-06,J.J. Byrne Playground,5th Avenue and 3rd Street,Play Area,Non-Infill,,False,DPR,DPR,2019-03-29,False,Brooklyn,Active
0022,103,B-05,Cypress Hills Playground,Euclid Avenue and Blake Avenue,Field Group,Infill,Coated Sand,False,DPR,DPR,2019-10-01,False,Brooklyn,Active
0036,196,M-03,Playground One,Oliver Street and Madison Street,,,,False,DPR,DPR,,False,Manhattan,Removed
0033,299,X-03,Little Claremont Park,Claremont Parkway and Park Avenue,Play Area,Infill,,False,DPR,,,False,Bronx,Removed
0016,126,X-10,Ferry Point Park,Schley Avenue and Brush Avenue,Field Group,Non-Infill,,False,DPR,DPR,2009-12-16,False,Bronx,Removed
0010,038,M-02,James J Walker Park,Clarkson Street and Hudson Street,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2000-10-17,False,Manhattan,Removed
0003,028,B-10,Dyker Beach Park,14th Avenue and Benson Avenue,Field Group,Infill,Rubber Crumb,False,DPR,DPR,2003-10-03,False,Brooklyn,Removed
